MODIFIED_DATE       ,ENTITY_NAME              , ENTITY_ID,IMAGE
01-MAR-2021 21:31:57,MENUITEM                 ,    317966,images_MENUITEM_317966_ICON_34317008.jpg
16-FEB-2021 23:22:29,MENUITEM                 ,    317888,Rigatoniwithlamb_MENUITEM_317888_ICON_17749533.jpg
16-FEB-2021 23:01:14,MENUITEM                 ,     61158,whitecoffeecuproastedcoffeebeansaround_35570794_MENUITEM_61158_ICON_16473865.jpg
16-FEB-2021 22:07:20,MENUITEM                 ,    317864,Greeklambpizza_MENUITEM_317864_ICON_13239800.jpg
16-FEB-2021 19:47:39,MENUITEM                 ,     59842,Greeklambpizza_MENUITEM_59842_ICON_04858849.jpg
16-FEB-2021 00:59:55,MENUITEM                 ,     59539,Gochujangtofubibimbap_MENUITEM_59539_ICON_37194752.jpg
